name,description,reason,company,rating
ABETOROX 60mg Tablet 10'sABETOROX 90mg Tablet 10'sABETOROX 120mg Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Abmef 100Mg Oral Suspension 60ml,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Abmef Ds 500/325Mg Tablet 10'sAbmef Ds Oral Suspension 60ml,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
AC 375mg Tablet 6'SAC 100mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Acceclowoc P Tablet 10'SAcceclowoc 100mg Tablet 10'SAcceclowoc SP Tablet 10'S,Ankylosing spondylitis,Pain,Aurobindo Pharma Ltd.,3.9
Acceclowoc SR Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Acceclowoc TH 8mg Tablet 10'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Accede P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Accemol Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Accetiz P Tablet 10'SAccetiz 100/2mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cipla Ltd.,4.3
Accewodol P Tablet 10'S,pre-immunization reactions,Pain,Biocon Ltd.,4.1
ACE 15 Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Aurobindo Pharma Ltd.,3.9
ACE Proxyvon Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Torrent Pharmaceuticals Ltd.,3.5
ACE Proxyvon CR Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Lupin Ltd.,3.4
ACE Proxyvon SP Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cadila Healthcare Ltd.,3.3
ACE Proxyvon XR Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Abbott India Ltd.,3.25
ACE Q Para Tablet 10'S,pre-immunization reactions,Pain,Alkem Laboratories Ltd.,3.2
ACEACT 100mg Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Acebloc P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Ipca Laboratories Ltd.,3.0
ACECARE Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Alembic Pharmaceuticals Ltd.,2.9
ACECARE SP Tablet 10's,pre-immunization reactions,Pain,Glenmark Pharmaceuticals Ltd.,2.7
Aceclo Plus Tablet 10'SAceclo 100mg Tablet 10'SAceclo SR Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Aceclo Plus Tablet 15'S,"conditions, where patient is unable to take oral medications",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aceclo Sera Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Dr. Reddys Laboratories Ltd.,4.7
ACECLO SP Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Divis Laboratories Ltd.,4.5
Aceclo Spas Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cipla Ltd.,4.3
Aceclodol P 100/500mg Tablet 10'S,pre-immunization reactions,Pain,Biocon Ltd.,4.1
Aceclodus P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Aurobindo Pharma Ltd.,3.9
Acecloliv SP Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Torrent Pharmaceuticals Ltd.,3.5
Aceclomac Plus Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Lupin Ltd.,3.4
Aceclomay Tablet 10'S,pre-immunization reactions,Pain,Cadila Healthcare Ltd.,3.3
Aceclomol SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Abbott India Ltd.,3.25
Aceclopure P Syrup 60mlAceclopure P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Alkem Laboratories Ltd.,3.2
Aceclopure SP Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Acecloren Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Ipca Laboratories Ltd.,3.0
Acecloren P Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Alembic Pharmaceuticals Ltd.,2.9
Aceclorex Tablet 10's,pre-immunization reactions,Pain,Glenmark Pharmaceuticals Ltd.,2.7
Aceclorite Plus Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Acecloud P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aceclowal P Tablet 10'SAceclowal P Suspension 60ml,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Aceclowal-SP Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Acedase P Tablet 15'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Aceden P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Aceden SP Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Aurobindo Pharma Ltd.,3.9
Acefac P Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Torrent Pharmaceuticals Ltd.,3.5
Acefast Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Lupin Ltd.,3.4
Acefenac SP Tablet 10'S,pre-immunization reactions,Pain,Cadila Healthcare Ltd.,3.3
Acefex Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Abbott India Ltd.,3.25
Acefex P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Alkem Laboratories Ltd.,3.2
ACEFILE FORTE Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Aceflam 100mg Tablet 10'S,pre-immunization reactions,Pain,Ipca Laboratories Ltd.,3.0
Aceflam P Syrup 60ml,"post-operative fever, after tonsillectomy",Pain,Alembic Pharmaceuticals Ltd.,2.9
Aceflam Plus Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Aceflam S Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Aceflex Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aceforce 100mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Aceforce SP Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Acegesic Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Acelife MR Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Acelife P Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Aceloflam SP Tablet 10'SAceloflam Plus Tablet 10'SAceloflam XP Tablet 15'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Acemac P 100/325mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Acemiz 100mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Acemiz Fast 4/100mg Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Abbott India Ltd.,3.25
Acemiz Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alkem Laboratories Ltd.,3.2
Acemiz S Tablet 10'S,pre-immunization reactions,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Acemiz SR Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Ipca Laboratories Ltd.,3.0
Acemizrab 200/20mg Capsule 10'S,"conditions, where patient is unable to take oral medications",Pain,Alembic Pharmaceuticals Ltd.,2.9
Acemove Plus Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Acemyoset Tablet 10'S,pre-immunization reactions,Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Acenac Gel 30gmAcenac SR Tablet 10'SAcenac 100mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Acenac N Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Dr. Reddys Laboratories Ltd.,4.7
Acenac P Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Divis Laboratories Ltd.,4.5
Acenac S Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cipla Ltd.,4.3
Acenac SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Biocon Ltd.,4.1
Acenext 100mg Tablet 10'S,pre-immunization reactions,Pain,Aurobindo Pharma Ltd.,3.9
Acenext MR Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Torrent Pharmaceuticals Ltd.,3.5
Acenext P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Acenext SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Acepanis Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Acepar Syrup 60ml,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Acepol Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Acepol T Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Aurobindo Pharma Ltd.,3.9
Acer Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Torrent Pharmaceuticals Ltd.,3.5
ACERAP 100mg Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Lupin Ltd.,3.4
ACERAP P Tablet 10's,pre-immunization reactions,Pain,Cadila Healthcare Ltd.,3.3
Aceroc SR 200mg Tablet 10'SAceroc 100mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Abbott India Ltd.,3.25
Aceroc P 100/325mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Alkem Laboratories Ltd.,3.2
Aceroc SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Aceron 100mg Tablet 10'SAceron P Tablet 10'SAceron TC Tablet 10'S,pre-immunization reactions,Pain,Ipca Laboratories Ltd.,3.0
Aceron SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alembic Pharmaceuticals Ltd.,2.9
Acetal P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Acetal SP Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Aceto Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Acevah P 100/625mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Acevah PS Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Acewok Plus Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Acfac 100Mg Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Achnil SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Aciana P Tablet 10's,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Aciana Sp Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Acicloflex 100mg Tablet 10'SAcicloflex 200mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Acicloflex P Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Abbott India Ltd.,3.25
ACIFON 100 Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alkem Laboratories Ltd.,3.2
ACIFON PLUS Tablet 10's,pre-immunization reactions,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
ACIFON S Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Ipca Laboratories Ltd.,3.0
ACIFON SP Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Alembic Pharmaceuticals Ltd.,2.9
ACIFON SR 200 Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Acik Plus Tablet 10'S,pre-immunization reactions,Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Acilix SR Tablet 10'SAcilix P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Acimol Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Dr. Reddys Laboratories Ltd.,4.7
Acimol Forte Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Divis Laboratories Ltd.,4.5
Acimol SP Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cipla Ltd.,4.3
Acimol SR Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Biocon Ltd.,4.1
Aciwar P 100/325Mg Tablet 10's,pre-immunization reactions,Pain,Aurobindo Pharma Ltd.,3.9
Aciz SP Tablet 10'SAciz Plus Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Torrent Pharmaceuticals Ltd.,3.5
Acklogal SP Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Lupin Ltd.,3.4
ACLO P Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cadila Healthcare Ltd.,3.3
Aclofen S Tablet 10'SAclofen Plus Tablet 10'S,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
Aclogem P Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Aclogem Sp Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Aclogem Sr 200Mg Tablet 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Ipca Laboratories Ltd.,3.0
Aclomore Tablet 10'SAclomore P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alembic Pharmaceuticals Ltd.,2.9
ACLOMP P Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Acloson P Tablet 10'S,pre-immunization reactions,Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Acloson SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aclova 200Mg Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Dr. Reddys Laboratories Ltd.,4.7
Aclova Mr Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Divis Laboratories Ltd.,4.5
Aclova P Tablet 10's,pre-immunization reactions,Pain,Cipla Ltd.,4.3
Aclova Sp Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Biocon Ltd.,4.1
Aclozox Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Aurobindo Pharma Ltd.,3.9
ACN SP Tablet 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Torrent Pharmaceuticals Ltd.,3.5
Acnec Zen Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Lupin Ltd.,3.4
ACOTA 100mg Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cadila Healthcare Ltd.,3.3
Acota MR Tablet 10'S,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
ACP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Acpyx Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Actibull Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Actibull SP Tablet 10'S,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Acticin 250mg Syrup 60mlActicin 500mg Tablet 10'SActicin 125mg Syrup 60ml,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Actiflu 500mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Actiheal Tablet 10'SActiheal D Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Action OR 1000mg Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Dr. Reddys Laboratories Ltd.,4.7
Activa 1% Gel 30gmActiva Tablet 20'SActiva 25mg Injection 3ml,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Activa MR Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Activa P 100/500mg Tablet 100'SActiva P Tablet 10'SActiva P 50/500mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Activa Plus Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Activa S 50/10mg Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Activa SR Tablet 15'S,"post-operative fever, after tonsillectomy",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Active Lifting Gel 30ml,"conditions, where patient is unable to take oral medications",Pain,Dr. Reddys Laboratories Ltd.,4.7
ACTOZIK P Suspension 60ml,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Divis Laboratories Ltd.,4.5
Acufen XP Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cipla Ltd.,4.3
Acuflam P Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Biocon Ltd.,4.1
Acuflam SP Tablet 10'S,pre-immunization reactions,Pain,Aurobindo Pharma Ltd.,3.9
Acuflam SR 200mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Torrent Pharmaceuticals Ltd.,3.5
Acular LS Eye Drops 5ml,"conditions, where patient is unable to take oral medications",Pain,Lupin Ltd.,3.4
Acuvail Opthalmic Solution 0.4ml,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cadila Healthcare Ltd.,3.3
Acuvin Tablet 10'SAcuvin Tablet 15'S,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
Adaly 40mg Injection 0.8ml,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Adamon 50mg Capsule 10'S,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Adine Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Ipca Laboratories Ltd.,3.0
Adine Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alembic Pharmaceuticals Ltd.,2.9
Adlin Gel 20gm,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Admol MR Tablet 10'S,pre-immunization reactions,Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Adpep D Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Adviflam Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Dr. Reddys Laboratories Ltd.,4.7
Aekil Cold Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Divis Laboratories Ltd.,4.5
Aequinac Gel 30gm,pre-immunization reactions,Pain,Cipla Ltd.,4.3
Aequinac Hot Gel 30gm,"post-operative fever, after tonsillectomy",Pain,Biocon Ltd.,4.1
Aeronac Plus Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Aurobindo Pharma Ltd.,3.9
Afdiflam Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Torrent Pharmaceuticals Ltd.,3.5
Afen P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Lupin Ltd.,3.4
AFENAC P TABLET 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cadila Healthcare Ltd.,3.3
Afenak Plus Tablet 10'SAfenak 100mg Tablet 10'S,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
AFENAK PLUS NS Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Afesan P P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Affen 100mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Affen Plus Tablet 10'S,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Agroser Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Agroser DP Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
AIOFEN SP Tablet 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aiofenac SP Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Dr. Reddys Laboratories Ltd.,4.7
Akilos 100mg Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Akilos CR 200mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Akilos MR Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Akilos P Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Akilos SP Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
AKSIPROL Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
AKSIPROL OD Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Alcinac MR Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Abbott India Ltd.,3.25
Alcinac P Tablet 15'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alkem Laboratories Ltd.,3.2
Alcinac RB Capsule 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Alco P 100/500mg Tablet 10'S,pre-immunization reactions,Pain,Ipca Laboratories Ltd.,3.0
Alco PS Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alembic Pharmaceuticals Ltd.,2.9
Alcoxib 90mg Tablet 10'SAlcoxib 120mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Aldase 10mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Aldase D Tablet 10'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Aldase OD 100/30mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Aldigesic Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Aldigesic P Syrup 60mlAldigesic P Tablet 15'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Cipla Ltd.,4.3
Aldigesic Rab Capsule 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Biocon Ltd.,4.1
Aldigesic SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Aldigesic TH Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Alenfast 100mg Tablet 10'SAlenfast 50mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Alfapsin 50mg Capsule 10'S,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Algesia 100mg Tablet 10'SAlgesia SR Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Abbott India Ltd.,3.25
Algesia P Tablet 10'S,pre-immunization reactions,Pain,Alkem Laboratories Ltd.,3.2
Algesia SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Algesin 4mg Tablet 10'SAlgesin 8mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Ipca Laboratories Ltd.,3.0
Algic 200mg Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Alembic Pharmaceuticals Ltd.,2.9
Algrenex Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Glenmark Pharmaceuticals Ltd.,2.7
Alianz 100/20mg Capsule 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Alkem Ketorolac 100mg Injection 1'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Alkem Piroxicam Injection 1'SAlkem Piroxicam 100mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Allpain P Tablet 10'SAllpain 100mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Allpain SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cipla Ltd.,4.3
Allpain SR 200mg Tablet 10'S,pre-immunization reactions,Pain,Biocon Ltd.,4.1
Almefkem 500mg Tablet 10'SAlmefkem 250mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Aurobindo Pharma Ltd.,3.9
